Entity,Code,Year,Dates | 00000577 || Production | 005510 || tonnes
United Arab Emirates,ARE,2019,341245.8
United Arab Emirates,ARE,2020,351462
United Arab Emirates,ARE,2021,382988.28
United Arab Emirates,ARE,2022,351426
United Arab Emirates,ARE,2023,329446.9
United States,USA,1961,19414
United States,USA,1962,21954
United States,USA,1963,20049
United States,USA,1964,22045
United States,USA,1965,19050
United States,USA,1966,19323
United States,USA,1967,18870
United States,USA,1968,20865
United States,USA,1969,14968
United States,USA,1970,16511
United States,USA,1971,17690
United States,USA,1972,14243
United States,USA,1973,20956
United States,USA,1974,20593
United States,USA,1975,22498
United States,USA,1976,20321
United States,USA,1977,23040
United States,USA,1978,19550
United States,USA,1979,19320
United States,USA,1980,20320
United States,USA,1981,20230
United States,USA,1982,21680
United States,USA,1983,15420
United States,USA,1984,19960
United States,USA,1985,26300
United States,USA,1986,16300
United States,USA,1987,17200
United States,USA,1988,19960
United States,USA,1989,19960
United States,USA,1990,21770
United States,USA,1991,19960
United States,USA,1992,19050
United States,USA,1993,26300
United States,USA,1994,20860
United States,USA,1995,20590
United States,USA,1996,20860
United States,USA,1997,22590
United States,USA,1998,22510
United States,USA,1999,20140
United States,USA,2000,15785
United States,USA,2001,17872
United States,USA,2002,21954
United States,USA,2003,16239
United States,USA,2004,15604
United States,USA,2005,16148
United States,USA,2006,15422
United States,USA,2007,14787
United States,USA,2008,18960
United States,USA,2009,21500
United States,USA,2010,26308
United States,USA,2011,30028
United States,USA,2012,28213
United States,USA,2013,27669
United States,USA,2014,30300
United States,USA,2015,35380
United States,USA,2016,33874
United States,USA,2017,39300
United States,USA,2018,37240
United States,USA,2019,55701.16
United States,USA,2020,56789.78
United States,USA,2021,61190
United States,USA,2022,58510
United States,USA,2023,44500
Yemen,YEM,1961,38100
Yemen,YEM,1962,38300
Yemen,YEM,1963,40995
Yemen,YEM,1964,41195
Yemen,YEM,1965,41395
Yemen,YEM,1966,44640
Yemen,YEM,1967,36700
Yemen,YEM,1968,34400
Yemen,YEM,1969,32600
Yemen,YEM,1970,29000
Yemen,YEM,1971,29000
Yemen,YEM,1972,27000
Yemen,YEM,1973,25000
Yemen,YEM,1974,25000
Yemen,YEM,1975,24860
Yemen,YEM,1976,28870
Yemen,YEM,1977,30830
Yemen,YEM,1978,15220
Yemen,YEM,1979,15150
Yemen,YEM,1980,14240
Yemen,YEM,1981,16680
Yemen,YEM,1982,17189
Yemen,YEM,1983,17329
Yemen,YEM,1984,24664
Yemen,YEM,1985,28000
Yemen,YEM,1986,30848
Yemen,YEM,1987,30702
Yemen,YEM,1988,32917
Yemen,YEM,1989,24898
Yemen,YEM,1990,20697
Yemen,YEM,1991,20906
Yemen,YEM,1992,21114
Yemen,YEM,1993,21536
Yemen,YEM,1994,20595
Yemen,YEM,1995,23188
Yemen,YEM,1996,24158
Yemen,YEM,1997,26205
Yemen,YEM,1998,26894
Yemen,YEM,1999,28517
Yemen,YEM,2000,29837
Yemen,YEM,2001,31590
Yemen,YEM,2002,32364
Yemen,YEM,2003,33312
Yemen,YEM,2004,28576
Yemen,YEM,2005,29990
Yemen,YEM,2006,50090
Yemen,YEM,2007,53596
Yemen,YEM,2008,55204
Yemen,YEM,2009,56760
Yemen,YEM,2010,57849
Yemen,YEM,2011,55828
Yemen,YEM,2012,55181
Yemen,YEM,2013,54197
Yemen,YEM,2014,52288
Yemen,YEM,2015,49769
Yemen,YEM,2016,48360
Yemen,YEM,2017,48168
Yemen,YEM,2018,46550
Yemen,YEM,2019,64375
Yemen,YEM,2020,64331
Yemen,YEM,2021,66139
Yemen,YEM,2022,67064.52
Yemen,YEM,2023,66797.24
